wavelength_nm,intensity_mean,
498.46,8445.504428,
498.669,9776.401336,
498.878,10918.14699,
499.087,11658.56948,
499.296,12308.44358,
499.504,12605.52874,
499.713,12687.23693,
499.922,12952.97105,
500.131,13143.25909,
500.34,13379.29182,
500.549,13470.72203,
500.757,13346.4952,
500.966,13733.21141,
501.175,13588.36336,
501.384,14068.21271,
501.592,13961.32837,
501.801,14061.89087,
502.01,14156.62849,
502.218,14233.10528,
502.427,14345.97483,
502.636,14385.70057,
502.844,14510.26873,
503.053,14418.15313,
503.262,14370.80583,
503.47,14342.65632,
503.679,14390.55449,
503.887,14331.31857,
504.096,14295.35199,
504.304,14403.49192,
504.513,14378.94382,
504.721,14245.51182,
504.93,14057.44048,
505.138,14121.9471,
505.347,13856.67443,
505.555,13587.13607,
505.764,13372.75673,
505.972,13065.35998,
506.18,12560.63984,
506.389,11983.98576,
506.597,11183.92201,
506.806,10087.29497,
507.014,8847.559282,
507.222,7953.315026,
507.431,7368.377222,
507.639,6820.01328,
507.847,6436.43183,
508.055,5903.515246,
508.264,5446.008858,
508.472,5131.251526,
508.68,4519.332696,
508.888,4080.802852,
509.096,3677.119734,
509.305,3424.852514,
509.513,3308.633756,
509.721,3248.241136,
509.929,3133.55012,
510.137,2980.995808,
510.345,2992.472874,
510.553,2894.593176,
510.762,2812.97116,
510.97,2751.624818,
511.178,2829.598458,
511.386,2756.915548,
511.594,2660.16376,
511.802,2606.075432,
512.01,2588.297368,
512.218,2531.81335,
512.426,2523.804386,
512.634,2426.966686,
512.842,2366.27609,
513.049,2374.876552,
513.257,2337.820902,
513.465,2333.857808,
513.673,2281.649518,
513.881,2281.270564,
514.089,2294.829632,
514.297,2314.344558,
514.504,2297.460436,
514.712,2280.915442,
514.92,2301.469198,
515.128,2361.290224,
515.336,2401.98246,
515.543,2447.511244,
515.751,2459.142936,
515.959,2432.585422,
516.166,2531.40363,
516.374,2591.89196,
516.582,2626.521874,
516.789,2690.119052,
516.997,2673.655606,
517.205,2727.199724,
517.412,2714.486428,
517.62,2774.112584,
517.827,2699.668318,
518.035,2761.17525,
518.243,2731.895716,
518.45,2703.8477,
518.658,2715.005156,
518.865,2636.831148,
519.073,2720.12285,
519.28,2684.667318,
519.488,2727.761852,
519.695,2603.461876,
519.902,2616.453048,
520.11,2567.418968,
520.317,2593.134002,
520.525,2583.668442,
520.732,2509.00585,
520.939,2531.49068,
521.147,2476.65271,
521.354,2526.296254,
521.561,2472.774448,
521.769,2554.131426,
521.976,2463.109516,
522.183,2464.885914,
522.391,2397.846278,
522.598,2411.003742,
522.805,2419.638102,
523.012,2429.330724,
523.219,2412.467262,
523.427,2425.72246,
523.634,2314.534668,
523.841,2391.093106,
524.048,2323.485896,
524.255,2303.283448,
524.462,2255.658002,
524.669,2183.348536,
524.877,2164.5351,
525.084,2146.554092,
525.291,2073.15908,
525.498,2096.762866,
525.705,2047.18639,
525.912,2018.24645,
526.119,2066.435644,
526.326,1988.214078,
526.533,2001.134546,
526.74,1991.395514,
526.947,1965.746692,
527.153,1949.104996,
527.36,1982.03354,
527.567,1951.11073,
527.774,1969.519724,
527.981,1926.117732,
528.188,1902.545878,
528.395,1945.853338,
528.602,1956.463168,
528.808,1942.386822,
529.015,1946.029518,
529.222,1990.849076,
529.429,1921.2197,
529.635,1957.817344,
529.842,1959.320002,
530.049,2009.963722,
530.256,1890.47339,
530.462,1952.58046,
530.669,2009.942316,
530.876,1950.108954,
531.082,1993.110348,
531.289,1997.764098,
531.495,1993.891042,
531.702,1984.331872,
531.909,2011.600266,
532.115,2051.804506,
532.322,2001.584158,
532.528,2060.767246,
532.735,2072.891474,
532.941,2103.340378,
533.148,2076.39639,
533.354,2099.621414,
533.561,2138.184542,
533.767,2148.028308,
533.974,2171.539762,
534.18,2200.851058,
534.387,2217.053516,
534.593,2215.189214,
534.799,2250.500944,
535.006,2260.310998,
535.212,2246.416068,
535.418,2307.279732,
535.625,2310.19939,
535.831,2365.740552,
536.037,2358.384542,
536.244,2390.529034,
536.45,2286.976634,
536.656,2341.694582,
536.862,2417.164152,
537.068,2424.66799,
537.275,2443.153396,
537.481,2443.62316,
537.687,2455.411778,
537.893,2449.337486,
538.099,2440.533996,
538.305,2442.196476,
538.512,2512.572044,
538.718,2447.774882,
538.924,2473.339938,
539.13,2427.32779,
539.336,2497.679004,
539.542,2479.761234,
539.748,2534.267602,
539.954,2495.520954,
540.16,2505.560218,
540.366,2479.286102,
540.572,2481.725638,
540.778,2521.231538,
540.984,2508.78563,
541.19,2450.222096,
541.396,2429.137388,
541.602,2441.78239,
541.807,2451.292188,
542.013,2424.902984,
542.219,2420.004612,
542.425,2387.556668,
542.631,2439.382918,
542.837,2352.406416,
543.042,2331.669414,
543.248,2337.11117,
543.454,2305.66449,
543.66,2343.882004,
543.865,2287.9112,
544.071,2346.982276,
544.277,2272.109738,
544.483,2331.618906,
544.688,2255.02189,
544.894,2284.013268,
545.1,2290.029002,
545.305,2269.861786,
545.511,2241.127298,
545.716,2223.622524,
545.922,2244.988772,
546.128,2208.630198,
546.333,2184.567378,
546.539,2253.956706,
546.744,2180.608442,
546.95,2149.955074,
547.155,2141.622376,
547.361,2155.900972,
547.566,2066.750048,
547.772,2126.90934,
547.977,2059.105972,
548.182,2058.8585,
548.388,2018.316064,
548.593,2051.579038,
548.799,1962.646068,
549.004,2015.243914,
549.209,2010.421866,
549.415,1997.21664,
549.62,1946.571884,
549.825,1966.933606,
550.031,1926.81656,
550.236,1892.25716,
550.441,1928.046256,
550.646,1924.650356,
550.852,1930.787626,
551.057,1962.210702,
551.262,1895.41718,
551.467,1898.765848,
551.672,1908.060066,
551.878,1880.942412,
552.083,1860.913816,
552.288,1885.471576,
552.493,1890.24765,
552.698,1851.60481,
552.903,1873.331322,
553.108,1912.944892,
553.313,1826.291722,
553.518,1911.337224,
553.723,1875.118422,
553.928,1928.13046,
554.133,1935.146474,
554.338,1899.52195,
554.543,1939.9119,
554.748,1952.600158,
554.953,1879.094918,
555.158,1954.244154,
555.363,1922.341266,
555.568,1887.766488,
555.773,1968.192078,
555.978,1955.901574,
556.182,1975.297278,
556.387,1960.822602,
556.592,1969.849478,
556.797,1992.083036,
557.002,1985.57462,
557.206,2051.824716,
557.411,2017.950082,
557.616,2037.903666,
557.821,2082.627404,
558.025,2060.94352,
558.23,2019.933296,
558.435,2088.309724,
558.64,2078.037282,
558.844,2063.863224,
559.049,2083.368222,
559.253,2054.206912,
559.458,2038.834898,
559.663,2038.2209,
559.867,2041.239706,
560.072,2025.768108,
560.276,1976.779,
560.481,1968.8825,
560.685,1998.766046,
560.89,1989.30586,
561.094,1968.712048,
561.299,1931.75929,
561.503,1938.032816,
561.708,1869.671498,
561.912,1865.792816,
562.117,1883.0665,
562.321,1913.87241,
562.525,1861.503098,
562.73,1808.44714,
562.934,1845.718844,
563.139,1819.759196,
563.343,1852.764338,
563.547,1849.115992,
563.752,1841.924312,
563.956,1820.819846,
564.16,1834.900098,
564.364,1820.030938,
564.569,1829.99742,
564.773,1860.56343,
564.977,1825.920056,
565.181,1830.890682,
565.385,1808.37963,
565.59,1824.339198,
565.794,1870.953908,
565.998,1836.319644,
566.202,1847.723598,
566.406,1839.286046,
566.61,1817.670452,
566.814,1848.079642,
567.018,1834.107434,
567.222,1850.027698,
567.426,1819.05675,
567.63,1831.777222,
567.834,1802.208706,
568.038,1835.202852,
568.242,1812.76831,
568.446,1826.055508,
568.65,1846.571418,
568.854,1822.97886,
569.058,1893.814202,
569.262,1890.307632,
569.466,1923.86442,
569.67,1885.831722,
569.874,1979.035376,
570.078,1978.400964,
570.281,2042.340476,
570.485,2049.383042,
570.689,2034.334402,
570.893,2135.162138,
571.097,2167.067952,
571.3,2145.214216,
571.504,2276.471824,
571.708,2260.09559,
571.912,2325.943532,
572.115,2394.250958,
572.319,2418.402726,
572.523,2495.409988,
572.726,2512.006792,
572.93,2556.879122,
573.133,2554.260802,
573.337,2615.33397,
573.541,2673.48487,
573.744,2670.000738,
573.948,2675.035298,
574.151,2708.879856,
574.355,2703.47702,
574.558,2776.505028,
574.762,2832.539652,
574.965,2848.093232,
575.169,2901.402502,
575.372,2935.066492,
575.576,2948.78385,
575.779,3052.745772,
575.983,3102.67386,
576.186,3141.317168,
576.389,3136.526922,
576.593,3254.796326,
576.796,3288.17719,
577,3353.068112,
577.203,3418.194976,
577.406,3419.447754,
577.609,3503.847198,
577.813,3557.266904,
578.016,3566.820582,
578.219,3566.481298,
578.423,3581.826078,
578.626,3608.38663,
578.829,3615.322694,
579.032,3637.289182,
579.235,3701.328174,
579.438,3714.948302,
579.642,3704.857728,
579.845,3669.450396,
580.048,3738.124664,
580.251,3696.191362,
580.454,3805.949012,
580.657,3716.79892,
580.86,3746.416814,
581.063,3719.364676,
581.266,3751.416504,
581.469,3827.462444,
581.672,3845.546672,
581.875,3861.368498,
582.078,3905.919446,
582.281,3889.599552,
582.484,3981.089504,
582.687,4068.70205,
582.89,4081.605542,
583.093,4215.37556,
583.296,4564.640428,
583.499,5495.695854,
583.702,6855.013172,
583.904,8776.1507,
584.107,11728.47659,
584.31,16568.26946,
584.513,24282.84005,
584.716,32346.5821,
584.918,35362.12092,
585.121,35449.7728,
585.324,35719.24045,
585.527,35729.98142,
585.729,35889.80477,
585.932,35950.51638,
586.135,36041.30177,
586.337,36023.14409,
586.54,36148.25421,
586.743,36106.94522,
586.945,36184.83595,
587.148,36190.15546,
587.35,36185.89024,
587.553,36221.0709,
587.755,36347.17134,
587.958,36300.36704,
588.161,36313.14378,
588.363,36311.35039,
588.566,36388.79162,
588.768,36372.0223,
588.971,36347.20992,
589.173,36402.28394,
589.375,36404.4221,
589.578,36434.55318,
589.78,36452.05143,
589.983,36382.94132,
590.185,36448.29022,
590.387,36456.09896,
590.59,36511.435,
590.792,36464.2046,
590.994,36506.67943,
591.197,36502.97558,
591.399,36474.05326,
591.601,36539.76344,
591.803,36539.12057,
592.006,36553.24524,
592.208,36562.04058,
592.41,36559.78309,
592.612,36573.44479,
592.815,36566.00569,
593.017,36583.11335,
593.219,36585.9752,
593.421,36618.53872,
593.623,36575.68309,
593.825,36572.90322,
594.027,36593.73592,
594.229,36605.03394,
594.432,36595.39674,
594.634,36639.02926,
594.836,36658.16807,
595.038,36619.83419,
595.24,36609.58912,
595.442,36623.51849,
595.644,36622.22966,
595.846,36693.68178,
596.048,36652.11573,
596.249,36686.32532,
596.451,36671.33318,
596.653,36682.59739,
596.855,36675.82294,
597.057,36688.79146,
597.259,36667.00977,
597.461,36683.80256,
597.663,36665.71626,
597.864,36700.80744,
598.066,36720.88859,
598.268,36701.24678,
598.47,36686.6137,
598.671,36714.7628,
598.873,36714.20905,
599.075,36728.48209,
599.277,36673.28275,
599.478,36751.43216,
599.68,36530.62981,
599.882,25215.61315,
600.083,8401.15559,
600.285,3576.70996,
600.487,3573.499978,
600.688,3601.863462,
600.89,3625.078908,
601.091,3615.511086,
601.293,3664.388286,
601.494,3679.046426,
601.696,3752.173258,
601.898,3783.79532,
602.099,3741.35977,
602.301,3769.894976,
602.502,3864.808296,
602.703,3872.061846,
602.905,3875.974806,
603.106,3974.817992,
603.308,3899.913684,
603.509,3909.130496,
603.711,3957.148444,
603.912,3921.625582,
604.113,3911.415656,
604.315,3952.007902,
604.516,3936.73578,
604.717,3883.097054,
604.919,3884.227452,
605.12,3895.160574,
605.321,3870.874748,
605.522,3799.944926,
605.724,3787.284264,
605.925,3662.467386,
606.126,3628.66653,
606.327,3627.14072,
606.528,3588.35074,
606.729,3485.583716,
606.931,3460.977862,
607.132,3395.195988,
607.333,3276.543164,
607.534,3225.03975,
607.735,3183.675104,
607.936,3106.366848,
608.137,3088.153638,
608.338,3032.484824,
608.539,2991.723346,
608.74,2931.267664,
608.941,2855.155248,
609.142,2859.128498,
609.343,2779.86685,
609.544,2774.828716,
609.745,2676.034862,
609.946,2691.640482,
610.147,2559.197082,
610.348,2514.125692,
610.549,2473.325238,
610.75,2456.196092,
610.95,2390.470588,
611.151,2323.824274,
611.352,2269.065276,
611.553,2270.788228,
