wavelength,intensity
447.9516266,122.4971041
448.1436476,102.5770632
448.3356686,84.4790478
448.5276896,91.87719946
448.7197105,121.0788211
448.9117315,146.3989396
449.1037525,147.953383
449.2957735,186.6070089
449.4877945,135.209156
449.6798155,137.5229918
449.8718365,127.6789178
450.0638575,127.258823
450.2558784,165.0868308
450.4478994,155.0430108
450.6399204,105.6832094
450.8319414,175.4356403
451.0239624,136.4020224
451.2159834,163.4651702
451.4080044,127.0502115
451.6000253,129.4296306
451.7920463,135.4173054
451.9840673,134.1314125
452.1760883,163.3163966
452.3681093,211.2418362
452.5601303,211.2601027
452.7521513,178.1625914
452.9441723,122.1863245
453.1361932,175.9963368
453.3282142,131.6361011
453.5202352,163.5796232
453.7122562,157.0341073
453.9042772,169.0931064
454.0962982,179.6941253
454.2883192,117.407415
454.4803401,112.9953738
454.6723611,188.0801499
454.8643821,134.3443359
455.0564031,145.0301994
455.2484241,116.3307534
455.4404451,103.3562601
455.6324661,127.9751107
455.8244871,143.4418094
456.016508,134.692488
456.208529,128.5566062
456.40055,71.1172336
456.592571,132.8492068
456.784592,135.1770284
456.976613,168.0706817
457.168634,231.2019049
457.3606549,229.5970373
457.5526759,213.8715113
457.7446969,222.8021227
457.9367179,240.0116396
458.1287389,281.4249544
458.3207599,281.0399038
458.5127809,310.2355346
458.7048019,240.348608
