Created as New Dataset,Sample 001 By Administrator Date Tuesday, October 14 2025
cm-1,%T
2813.00,99.99
2812.00,99.99
2811.00,99.99
2810.00,100.00
2809.00,100.00
2808.00,99.99
2807.00,99.99
2806.00,99.99
2805.00,99.98
2804.00,99.99
2803.00,99.99
2802.00,99.99
2801.00,99.99
2800.00,99.99
2799.00,100.00
2798.00,100.00
2797.00,100.00
2796.00,100.01
2795.00,100.01
2794.00,100.01
2793.00,100.01
2792.00,100.00
2791.00,100.00
2790.00,99.99
2789.00,99.99
2788.00,99.99
2787.00,99.99
2786.00,99.99
2785.00,99.99
2784.00,100.00
2783.00,100.00
2782.00,100.00
2781.00,100.00
2780.00,100.00
2779.00,100.00
2778.00,100.00
2777.00,100.00
2776.00,100.00
2775.00,100.00
2774.00,100.00
2773.00,100.00
2772.00,100.00
2771.00,100.00
2770.00,100.00
2769.00,100.00
2768.00,100.00
2767.00,100.00
2766.00,100.00
2765.00,100.00
2764.00,100.00
2763.00,100.00
2762.00,99.99
2761.00,99.99
2760.00,99.99
2759.00,99.99
2758.00,99.99
2757.00,99.99
2756.00,99.99
2755.00,99.99
2754.00,99.99
2753.00,99.99
2752.00,99.99
2751.00,99.99
2750.00,99.99
2749.00,99.99
2748.00,99.99
2747.00,100.00
2746.00,100.00
2745.00,100.00
2744.00,100.00
2743.00,100.00
2742.00,100.00
2741.00,100.01
2740.00,100.01
2739.00,100.00
2738.00,100.00
2737.00,99.99
2736.00,99.99
2735.00,99.99
2734.00,99.99
2733.00,99.99
2732.00,99.99
2731.00,99.99
2730.00,99.99
2729.00,99.99
2728.00,100.00
2727.00,100.00
2726.00,100.00
2725.00,99.99
2724.00,99.99
2723.00,99.98
2722.00,99.99
2721.00,99.99
2720.00,100.00
2719.00,100.00
2718.00,100.00
2717.00,100.00
2716.00,100.00
2715.00,99.99
2714.00,99.99
2713.00,99.99
2712.00,99.99
2711.00,99.99
2710.00,99.99
2709.00,99.99
2708.00,99.99
2707.00,99.99
2706.00,100.00
2705.00,100.00
2704.00,100.00
2703.00,100.00
2702.00,100.00
2701.00,100.01
2700.00,100.01
2699.00,100.01
2698.00,100.01
2697.00,100.00
2696.00,100.00
2695.00,100.00
2694.00,100.00
2693.00,100.00
2692.00,100.00
2691.00,100.00
2690.00,100.00
2689.00,100.00
2688.00,99.99
2687.00,99.98
2686.00,99.98
2685.00,99.98
2684.00,99.99
2683.00,99.99
2682.00,99.99
2681.00,99.98
2680.00,99.98
2679.00,99.98
2678.00,99.99
2677.00,99.99
2676.00,100.00
2675.00,100.00
2674.00,100.00
2673.00,100.00
2672.00,100.00
2671.00,100.00
2670.00,100.00
2669.00,100.00
2668.00,100.00
2667.00,100.00
2666.00,100.00
2665.00,100.00
2664.00,100.00
2663.00,100.00
2662.00,100.00
2661.00,100.00
2660.00,100.00
2659.00,100.00
2658.00,100.00
2657.00,100.00
2656.00,100.01
2655.00,100.01
2654.00,100.01
2653.00,100.01
2652.00,100.01
2651.00,100.00
2650.00,100.00
2649.00,100.00
2648.00,100.00
2647.00,99.99
2646.00,99.99
2645.00,99.99
2644.00,99.99
2643.00,99.98
2642.00,99.98
2641.00,99.98
2640.00,99.99
2639.00,99.99
2638.00,99.99
2637.00,100.00
2636.00,100.00
2635.00,100.00
2634.00,100.00
2633.00,100.00
2632.00,100.00
2631.00,99.99
2630.00,99.99
2629.00,99.98
2628.00,99.98
2627.00,99.98
2626.00,100.00
2625.00,100.01
2624.00,100.01
2623.00,100.01
2622.00,100.00
2621.00,100.00
2620.00,100.00
2619.00,100.00
2618.00,100.00
2617.00,99.99
2616.00,99.99
2615.00,99.99
2614.00,99.99
2613.00,99.99
2612.00,99.99
2611.00,99.99
2610.00,99.98
2609.00,99.98
2608.00,99.98
2607.00,99.98
2606.00,99.99
2605.00,99.99
2604.00,99.99
2603.00,99.99
2602.00,99.99
2601.00,100.00
2600.00,100.00
2599.00,100.00
2598.00,100.00
2597.00,100.00
2596.00,99.99
2595.00,99.99
2594.00,99.99
2593.00,99.99
2592.00,99.99
2591.00,99.99
2590.00,99.99
2589.00,99.99
2588.00,99.99
2587.00,99.99
2586.00,99.99
2585.00,99.99
2584.00,99.99
2583.00,100.00
2582.00,100.00
2581.00,100.00
2580.00,100.00
2579.00,100.00
2578.00,100.00
2577.00,100.00
2576.00,100.00
2575.00,100.00
2574.00,100.00
2573.00,100.00
2572.00,100.00
2571.00,99.99
2570.00,99.99
2569.00,99.99
2568.00,99.99
2567.00,99.99
2566.00,100.00
2565.00,100.00
2564.00,100.00
2563.00,99.99
2562.00,99.99
2561.00,100.00
2560.00,100.00
2559.00,99.99
2558.00,99.99
2557.00,100.00
2556.00,100.00
2555.00,100.00
2554.00,100.00
2553.00,100.00
2552.00,100.00
2551.00,100.00
2550.00,100.00
2549.00,99.99
2548.00,99.99
2547.00,99.99
2546.00,99.99
2545.00,99.99
2544.00,99.99
2543.00,99.99
2542.00,99.99
2541.00,100.00
2540.00,100.00
2539.00,100.00
2538.00,100.00
2537.00,100.00
2536.00,100.00
2535.00,100.01
2534.00,100.01
2533.00,100.00
2532.00,100.00
2531.00,100.00
2530.00,100.00
2529.00,100.00
2528.00,100.00
2527.00,100.00
2526.00,100.00
2525.00,100.00
2524.00,100.00
2523.00,100.00
2522.00,100.00
2521.00,100.00
2520.00,100.00
2519.00,100.00
2518.00,100.00
2517.00,100.00
2516.00,100.00
2515.00,99.99
2514.00,99.99
2513.00,99.99
2512.00,99.99
2511.00,100.00
2510.00,100.00
2509.00,100.01
2508.00,100.01
2507.00,100.01
2506.00,100.01
2505.00,100.01
2504.00,100.01
2503.00,100.01
2502.00,100.00
2501.00,100.00
2500.00,100.01
2499.00,100.01
2498.00,100.01
2497.00,100.01
2496.00,100.00
2495.00,100.00
2494.00,100.00
2493.00,100.00
2492.00,100.00
2491.00,100.00
2490.00,100.00
2489.00,100.00
2488.00,100.00
2487.00,100.00
2486.00,100.01
2485.00,100.00
2484.00,100.00
2483.00,100.00
2482.00,100.00
2481.00,100.01
2480.00,100.01
2479.00,100.01
2478.00,100.00
2477.00,100.00
2476.00,100.00
2475.00,100.00
2474.00,100.00
2473.00,99.99
2472.00,99.99
2471.00,100.00
2470.00,100.00
