CENTRALWAVELNG,BANDWIDTH,FLAM,FLAMERR1,FLAMERR2,FLAMLIM,FLAMERR1_CALC,FLAMERR2_CALC,FLAMLIM_CALC,FLAM_REFID,FLAM_BIBCODE,FLAM_HTMLLINK,FLAM_AUTHORS,FLAM_URL,FNU,FNUERR1,FNUERR2,FNULIM,FNUERR1_CALC,FNUERR2_CALC,FNULIM_CALC,FNU_REFID,FNU_BIBCODE,FNU_HTMLLINK,FNU_AUTHORS,FNU_URL,OBS_DATE,OBS_DATEERR1,OBS_DATEERR2
4.92553,,1.6852006062360302e-16,9.195646351251166e-18,-9.195646351251166e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0013637221566832791,7.441432567624275e-05,-7.441432567624275e-05,0,7.441432567624275e-05,-7.441432567624275e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92653,,1.7560304009135868e-16,9.909084741114319e-18,-9.909084741114319e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0014216178134942475,8.022031609511616e-05,-8.022031609511616e-05,0,8.022031609511616e-05,-8.022031609511616e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92753,,1.6028222286158754e-16,9.800120344139949e-18,-9.800120344139949e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0012981135520492555,7.937043050262374e-05,-7.937043050262374e-05,0,7.937043050262374e-05,-7.937043050262374e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92853,,1.7157947631097586e-16,9.343453670318293e-18,-9.343453670318293e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0013901738978169393,7.570267544351671e-05,-7.570267544351671e-05,0,7.570267544351671e-05,-7.570267544351671e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.92953,,1.6869878959226475e-16,9.338294851298892e-18,-9.338294851298892e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.001367389332201463,7.569162049994607e-05,-7.569162049994607e-05,0,7.569162049994607e-05,-7.569162049994607e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.93054,,1.8370461358361715e-16,9.51760285163217e-18,-9.51760285163217e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.001489624056678609,7.717634246159497e-05,-7.717634246159497e-05,0,7.717634246159497e-05,-7.717634246159497e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.93154,,1.4912944023959959e-16,9.358710098173223e-18,-9.358710098173223e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0012097520284503084,7.59187354740509e-05,-7.59187354740509e-05,0,7.59187354740509e-05,-7.59187354740509e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.93254,,1.1405379286508094e-16,8.929847621426659e-18,-8.929847621426659e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0009255907911385732,7.246917894647029e-05,-7.246917894647029e-05,0,7.246917894647029e-05,-7.246917894647029e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.93354,,1.3248699024158432e-16,9.319115871973733e-18,-9.319115871973733e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0010756198607425485,7.565894657413564e-05,-7.565894657413564e-05,0,7.565894657413564e-05,-7.565894657413564e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
4.93454,,1.47634205575428e-16,9.661713865167225e-18,-9.661713865167225e-18,0,,,,5456,2023ApJ...946L...6M,<a refstr=MILES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract target=ref>Miles et al. 2023</a>,Miles et al. 2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L...6M/abstract,0.0011990818239322547,7.84722310023016e-05,-7.84722310023016e-05,0,7.84722310023016e-05,-7.84722310023016e-05,0,Calculated,Calculated,/docs/atmospheres/atmospheres_calc.html,Calculated,/docs/atmospheres/atmospheres_calc.html,2459765.500000,,
