cm-1,T_ref,A_ref,A_ref_norm
3288.703473,0.0047,2.3279021420642825,0.7752435792152206
3289.0584,0.0042,2.3767507096020997,0.791579041485528
3290.0584,0.004,2.3979400086720375,0.7986649605398229
3291.0584,0.004,2.3979400086720375,0.7986649605398229
3292.0584,0.004,2.3979400086720375,0.7986649605398229
3293.0584,0.004,2.3979400086720375,0.7986649605398229
3293.413327,0.004,2.3979400086720375,0.7986649605398229
3294.413327,0.004,2.3979400086720375,0.7986649605398229
3295.413327,0.0035,2.4559319556497243,0.8180580627244936
3296.413327,0.0025,2.6020599913279625,0.8669247774261681
3297.413327,0.002,2.6989700043360187,0.8993324802699114
3297.768254,0.002,2.6989700043360187,0.8993324802699114
3298.768254,0.002,2.6989700043360187,0.8993324802699114
3299.768254,0.002,2.6989700043360187,0.8993324802699114
3300.768254,0.0017,2.7695510786217263,0.9229355158164367
3301.768254,0.0012,2.9208187539523753,0.9735209787610345
3302.123181,0.001,3.0,1.0
3303.123181,0.001,3.0,1.0
3304.123181,0.001,3.0,1.0
3305.123181,0.001,3.0,1.0
3306.123181,0.001,3.0,1.0
3306.478108,0.001,3.0,1.0
3307.478108,0.001,3.0,1.0
3308.478108,0.001,3.0,1.0
3309.478108,0.001,3.0,1.0
3310.478108,0.001,3.0,1.0
3310.833035,0.001,3.0,1.0
3311.833035,0.001,3.0,1.0
3312.833035,0.001,3.0,1.0
3313.833035,0.001,3.0,1.0
3314.833035,0.001,3.0,1.0
3315.187962,0.001,3.0,1.0
3316.187962,0.001,3.0,1.0
3317.187962,0.001,3.0,1.0
3318.187962,0.001,3.0,1.0
3319.187962,0.001,3.0,1.0
3319.542889,0.001,3.0,1.0
3320.542889,0.001,3.0,1.0
3321.542889,0.001,3.0,1.0
3322.542889,0.001,3.0,1.0
3323.542889,0.001,3.0,1.0
3323.897816,0.001,3.0,1.0
3324.897816,0.001,3.0,1.0
3325.897816,0.001,3.0,1.0
3326.897816,0.001,3.0,1.0
3327.897816,0.001,3.0,1.0
3328.252743,0.001,3.0,1.0
3329.252743,0.001,3.0,1.0
3330.252743,0.001,3.0,1.0
3331.252743,0.001,3.0,1.0
3332.252743,0.001,3.0,1.0
3332.60767,0.001,3.0,1.0
3333.60767,0.001,3.0,1.0
3334.60767,0.001,3.0,1.0
3335.60767,0.001,3.0,1.0
3336.60767,0.001,3.0,1.0
3336.962597,0.001,3.0,1.0
3337.962597,0.001,3.0,1.0
3338.962597,0.001,3.0,1.0
3339.962597,0.001,3.0,1.0
3340.962597,0.001,3.0,1.0
3341.317524,0.001,3.0,1.0
3342.317524,0.001,3.0,1.0
3343.317524,0.001,3.0,1.0
3344.317524,0.001,3.0,1.0
3345.317524,0.001,3.0,1.0
3345.672451,0.001,3.0,1.0
3346.672451,0.001,3.0,1.0
3347.672451,0.001,3.0,1.0
3348.672451,0.001,3.0,1.0
3349.672451,0.001,3.0,1.0
3350.027378,0.001,3.0,1.0
3351.027378,0.001,3.0,1.0
3352.027378,0.001,3.0,1.0
3353.027378,0.001,3.0,1.0
3354.027378,0.001,3.0,1.0
3354.382305,0.001,3.0,1.0
3355.382305,0.001,3.0,1.0
3356.382305,0.001,3.0,1.0
3357.382305,0.001,3.0,1.0
3358.382305,0.001,3.0,1.0
3358.737232,0.001,3.0,1.0
3359.737232,0.001,3.0,1.0
3360.737232,0.001,3.0,1.0
3361.737232,0.001,3.0,1.0
3362.737232,0.001,3.0,1.0
3363.092159,0.001,3.0,1.0
3364.092159,0.001,3.0,1.0
3365.092159,0.001,3.0,1.0
3366.092159,0.001,3.0,1.0
3367.092159,0.001,3.0,1.0
3367.447086,0.001,3.0,1.0
3368.447086,0.001,3.0,1.0
3369.447086,0.001,3.0,1.0
3370.447086,0.001,3.0,1.0
3371.447086,0.001,3.0,1.0
3371.802014,0.001,3.0,1.0
3372.802014,0.001,3.0,1.0
3373.802014,0.001,3.0,1.0
3374.802014,0.001,3.0,1.0
3375.802014,0.001,3.0,1.0
3376.156941,0.001,3.0,1.0
3377.156941,0.001,3.0,1.0
