wavelength_nm,intensity,source_count
472.651,2380.3583116666664,12
472.862,2312.3033891666664,12
473.073,2478.299719166667,12
473.283,2477.1530625,12
473.494,2455.0766058333334,12
473.705,2406.0208475,12
473.915,2569.655325833333,12
474.126,2686.3611633333335,12
474.337,2551.838615,12
474.547,2579.194855,12
474.758,2557.6557975,12
474.968,2703.975175,12
475.179,2636.830608333333,12
475.389,2767.886900833333,12
475.6,2716.42312,12
475.81,2860.4859383333333,12
476.021,2757.515279166666,12
476.231,2720.4401233333333,12
476.442,2710.887616666667,12
476.652,2746.327053333333,12
476.863,2725.064571666667,12
477.073,2685.2557974999995,12
477.284,2735.7268775000007,12
477.494,2859.546493333333,12
477.704,2970.3584049999995,12
477.915,2987.465915,12
478.125,2837.234603333333,12
478.335,3038.2308091666673,12
478.546,3171.0442924999993,12
478.756,2968.8352266666666,12
478.966,2998.8407058333337,12
479.177,3056.260366666666,12
479.387,3219.1761933333332,12
479.597,3109.9908066666667,12
479.807,3133.8747858333336,12
480.018,3160.3964783333336,12
480.228,3177.906148333333,12
480.438,3156.608575,12
480.648,3217.9347125000004,12
480.858,3512.8681075,12
481.068,3261.715609166667,12
481.279,3423.220289166666,12
481.489,3395.5708033333335,12
481.699,3392.9055825,12
481.909,3361.0009875,12
482.119,3551.3418091666663,12
482.329,3539.9188516666673,12
482.539,3662.135093333334,12
482.749,3655.9508024999996,12
482.959,3568.562140833333,12
483.169,3684.4546100000007,12
483.379,3751.7183616666666,12
483.589,3798.3411699999997,12
483.799,3631.9412850000003,12
484.009,3634.2280616666667,12
484.219,3773.600586666667,12
484.429,3853.406949166667,12
484.639,3711.2357408333332,12
484.849,3776.2971475,12
485.059,3919.8805941666665,12
485.268,3974.9628799999996,12
485.478,3937.6542133333337,12
485.688,3894.8576058333333,12
485.898,3908.9900849999995,12
486.108,3996.5814858333338,12
486.317,4149.996084166667,12
486.527,4040.9451858333327,12
486.737,4134.214414166667,12
486.947,4106.9737275,12
487.156,4218.279651666667,12
487.366,4093.7123258333336,12
487.576,4089.375996666666,12
487.785,4136.3960925,12
487.995,4136.67354,12
488.205,4123.810196666666,12
488.414,4155.107556666667,12
488.624,4260.128557499999,12
488.834,4146.322701666668,12
489.043,4188.3200074999995,12
489.253,4204.691801666667,12
489.462,4267.683243333333,12
489.672,4312.919419166667,12
489.882,4347.420679166667,12
490.091,4389.493833333334,12
490.301,4346.4796225,12
490.51,4357.421106666668,12
490.72,4430.506524166666,12
490.929,4447.3692341666665,12
491.138,4543.917218333333,12
491.348,4492.584733333334,12
491.557,4384.9214425,12
491.767,4608.066379999999,12
491.976,4567.312565,12
492.185,4462.315774166666,12
492.395,4496.284045,12
492.604,4642.605118333334,12
492.813,4660.311935,12
493.023,4641.824965833333,12
493.232,4563.248340833334,12
493.441,4604.892855,12
493.651,4732.946776666667,12
493.86,4602.591741666667,12
494.069,4669.4591625,12
494.278,4732.884703333333,12
494.488,4807.830485,12
494.697,4776.406349166667,12
494.906,4757.218819166666,12
495.115,4840.01187,12
495.324,4804.774950833334,12
495.533,4856.7941425,12
495.743,4885.948551666666,12
495.952,4979.597803333333,12
496.161,4982.043853333333,12
496.37,4968.709928333334,12
496.579,5048.897998333333,12
496.788,5067.483063333333,12
496.997,5174.212625833333,12
497.206,5146.306534166667,12
497.415,5130.609964166666,12
497.624,5157.536842499999,12
497.833,5256.703884166666,12
498.042,5257.878546666666,12
498.251,5387.489809166666,12
498.46,5313.218964166667,12
498.669,5313.551954166667,12
498.878,5317.105442499999,12
499.087,5239.927445833333,12
499.296,5383.9172966666665,12
499.504,5454.433706666667,12
499.713,5313.217583333333,12
499.922,5372.985325833333,12
500.131,5482.2308075,12
500.34,5566.918795833334,12
500.549,5472.499509999999,12
500.757,5376.329818333333,12
500.966,5439.944141666668,12
501.175,5468.113020000001,12
501.384,5569.998606666665,12
501.592,5508.414055,12
501.801,5623.456118333334,12
502.01,5574.262747500001,12
502.218,5581.124766666667,12
502.427,5567.264798333334,12
502.636,5564.744454166666,12
502.844,5598.034215833333,12
503.053,5572.860626666666,12
503.262,5509.137278333333,12
503.47,5614.400943333333,12
503.679,5617.835700833333,12
503.887,5549.138925,12
504.096,5656.983795833333,12
504.304,5607.629986666666,12
504.513,5621.817640833334,12
504.721,5689.7441591666675,12
504.93,5620.954176666667,12
505.138,5684.506651666667,12
505.347,5777.759733333332,12
505.555,5577.519901666666,12
505.764,5619.280285000001,12
505.972,5656.8078675,12
506.18,5671.2506416666665,12
506.389,5601.4860225,12
506.597,5652.323601666667,12
506.806,5651.691787500001,12
507.014,5706.212024166666,12
507.222,5679.3463716666665,12
507.431,5634.607035833334,12
507.639,5649.443023333333,12
507.847,5713.320853333334,12
508.055,5745.783930833334,12
508.264,5799.397815000001,12
508.472,5878.6097125000015,12
508.68,5799.8945441666665,12
508.888,5782.8655,12
509.096,5787.789955833334,12
509.305,5905.912813333333,12
509.513,5807.379125833334,12
509.721,5785.626486666667,12
509.929,5812.975504166666,12
510.137,5790.178700833334,12
510.345,5832.6121575,12
510.553,5809.9198975,12
510.762,5826.6498875,12
510.97,5864.300223333333,12
511.178,5904.780760833334,12
511.386,5983.054014166667,12
511.594,5915.507255833334,12
511.802,5908.98127,12
512.01,5873.126337499999,12
512.218,5875.513186666666,12
512.426,5927.760445,12
512.634,6102.546803333334,12
512.842,5988.9123641666665,12
513.049,6048.7561166666665,12
513.257,5896.670077499999,12
513.465,6058.9622125,12
513.673,5981.148368333333,12
513.881,5982.591704166665,12
514.089,5991.6748225,12
514.297,6038.51181,12
514.504,5987.479955,12
514.712,6010.1251575000015,12
514.92,6009.649860000001,12
515.128,6088.098605,12
515.336,6075.489585,12
515.543,6108.766820000001,12
515.751,6058.399704166666,12
515.959,6141.713645833334,12
516.166,6038.788230833333,12
516.374,6099.1995975,12
516.582,6187.999459999999,12
516.789,6149.0533225,12
516.997,6126.058953333333,12
517.205,6111.707311666668,12
517.412,6076.403905833333,12
517.62,6181.232629999999,12
517.827,6174.269858333334,12
518.035,6132.159961666668,12
518.243,6089.690612499999,12
518.45,6071.181633333333,12
518.658,6066.7099708333335,12
518.865,6062.676175,12
519.073,6008.4017349999995,12
519.28,6196.542005,12
519.488,6065.640885833334,12
519.695,6049.349208333333,12
519.902,6023.217944999999,12
520.11,6028.328510833333,12
520.317,6093.184703333333,12
520.525,6101.0307275000005,12
520.732,5974.315361666667,12
520.939,6065.137971666664,12
521.147,5973.808505000001,12
521.354,6001.28914,12
521.561,6032.097006666666,12
521.769,6017.8152433333335,12
521.976,5959.030058333333,12
522.183,6032.401925833333,12
522.391,5957.6830875000005,12
522.598,6060.546097500001,12
522.805,6060.6883275,12
523.012,6036.491679999999,12
523.219,6053.226258333335,12
523.427,6085.050224999999,12
523.634,6040.519321666664,12
523.841,6070.558927499999,12
524.048,6104.284866666666,12
524.255,6116.720084166667,12
524.462,6140.653053333334,12
524.669,6095.550084166668,12
524.877,6132.445295000001,12
525.084,6113.2764116666685,12
525.291,6099.503557500001,12
525.498,6135.278086666666,12
525.705,6159.1117725,12
525.912,6241.011076666667,12
526.119,6175.985105833332,12
526.326,6149.293544166668,12
526.533,6194.515878333333,12
526.74,6211.389405833333,12
526.947,6220.230396666665,12
527.153,6230.990760833333,12
527.36,6290.7300583333345,12
527.567,6258.4069850000005,12
527.774,6297.2698275,12
527.981,6182.544092500001,12
528.188,6226.360886666668,12
528.395,6250.2853024999995,12
528.602,6276.926221666666,12
528.808,6265.667549166667,12
529.015,6239.901514166667,12
529.222,6311.103740833332,12
529.429,6298.502049166666,12
529.635,6235.801830833334,12
529.842,6291.5790683333325,12
530.049,6350.358493333332,12
530.256,6278.5072075,12
530.462,6285.925117499999,12
530.669,6312.319868333335,12
530.876,6381.3359083333335,12
531.082,6303.179805833334,12
531.289,6374.534438333333,12
531.495,6325.845304166668,12
531.702,6377.218001666664,12
531.909,6359.820494999999,12
532.115,6433.663250833331,12
532.322,6413.676148333332,12
532.528,6444.513402500001,12
532.735,6380.516331666667,12
532.941,6372.734926666667,12
533.148,6324.906775833336,12
533.354,6393.028135,12
533.561,6400.4053875,12
533.767,6395.1916025,12
533.974,6324.578057499999,12
534.18,6398.514229166666,12
534.387,6382.987998333333,12
534.593,6328.559129166668,12
534.799,6374.0097866666665,12
535.006,6360.0283275,12
535.212,6391.985769166667,12
535.418,6405.5538683333325,12
535.625,6361.699366666667,12
535.831,6461.432275833334,12
536.037,6460.479283333333,12
536.244,6470.537287499999,12
536.45,6379.056859166667,12
536.656,6464.9431908333345,12
536.862,6453.4899325000015,12
537.068,6392.708503333334,12
537.275,6445.828511666667,12
537.481,6533.84565,12
537.687,6472.818061666669,12
537.893,6490.9100875,12
538.099,6458.6724958333325,12
538.305,6508.109889166666,12
538.512,6517.876235,12
538.718,6504.673949999999,12
538.924,6515.511535000001,12
539.13,6523.441700833333,12
539.336,6485.237682499999,12
539.542,6535.141835833333,12
539.748,6503.92084,12
539.954,6449.908063333333,12
540.16,6598.1230675,12
540.366,6488.842234999999,12
540.572,6503.095755000001,12
540.778,6463.086459999999,12
540.984,6490.965421666667,12
541.19,6426.318223333335,12
541.396,6413.370214999999,12
541.602,6475.853730833335,12
541.807,6462.654899166667,12
542.013,6425.937171666667,12
542.219,6450.1365925,12
542.425,6488.40726,12
542.631,6458.461932500001,12
542.837,6469.2997875,12
543.042,6451.5163858333335,12
543.248,6415.960191666668,12
543.454,6483.885320000001,12
543.66,6451.151144166667,12
543.865,6431.079509166667,12
544.071,6463.626752499998,12
544.277,6437.563145000001,12
544.483,6410.932610833331,12
544.688,6423.672445833335,12
544.894,6442.243874166667,12
545.1,6403.890760833333,12
545.305,6483.305216666667,12
545.511,6452.769621666667,12
545.716,6439.9918450000005,12
545.922,6462.028580833335,12
546.128,6449.312023333333,12
546.333,6465.462919166667,12
546.539,6485.07989,12
546.744,6440.759596666667,12
546.95,6471.29926,12
547.155,6461.240368333333,12
547.361,6449.284741666667,12
547.566,6470.328630833334,12
547.772,6475.053548333333,12
547.977,6408.5823025,12
548.182,6414.027359999999,12
548.388,6475.1648491666665,12
548.593,6435.1368425,12
548.799,6426.738629166665,12
549.004,6465.716190000002,12
549.209,6446.359083333333,12
549.415,6467.190724166667,12
549.62,6457.959610833333,12
549.825,6534.523648333335,12
550.031,6465.293875833333,12
550.236,6474.379280833335,12
550.441,6485.209290000002,12
550.646,6483.845811666666,12
550.852,6548.007765833331,12
551.057,6506.703625833335,12
551.262,6514.5290466666665,12
551.467,6587.624502500002,12
551.672,6462.3013900000005,12
551.878,6460.752211666665,12
552.083,6430.579599166667,12
552.288,6533.05994,12
552.493,6484.750084166666,12
552.698,6544.161435833333,12
552.903,6512.8890858333325,12
553.108,6532.1476675,12
553.313,6654.564603333333,12
553.518,6529.821110000001,12
553.723,6545.362266666667,12
553.928,6565.071106666667,12
554.133,6535.629100000001,12
554.338,6580.819723333331,12
554.543,6564.226283333334,12
554.748,6601.325264166667,12
554.953,6598.393885833332,12
555.158,6540.18392,12
555.363,6552.3097916666675,12
555.568,6611.3868675,12
555.773,6602.517659166665,12
555.978,6632.480175,12
556.182,6566.812172499999,12
556.387,6575.377149166667,12
556.592,6574.7863325,12
556.797,6603.514806666666,12
557.002,6614.522097499998,12
557.206,6649.019949166667,12
557.411,6650.487976666666,12
557.616,6583.935651666667,12
