Created as New Dataset,Sample 002 By Administrator Date Monday, October 27 2025
cm-1,%T
2990.00,100.91
2989.00,100.91
2988.00,100.91
2987.00,100.92
2986.00,100.92
2985.00,100.91
2984.00,100.91
2983.00,100.91
2982.00,100.91
2981.00,100.91
2980.00,100.91
2979.00,100.91
2978.00,100.92
2977.00,100.91
2976.00,100.91
2975.00,100.91
2974.00,100.90
2973.00,100.90
2972.00,100.90
2971.00,100.91
2970.00,100.91
2969.00,100.91
2968.00,100.91
2967.00,100.91
2966.00,100.91
2965.00,100.91
2964.00,100.92
2963.00,100.92
2962.00,100.92
2961.00,100.92
2960.00,100.92
2959.00,100.93
2958.00,100.93
2957.00,100.92
2956.00,100.92
2955.00,100.91
2954.00,100.90
2953.00,100.90
2952.00,100.90
2951.00,100.90
2950.00,100.91
2949.00,100.90
2948.00,100.90
2947.00,100.90
2946.00,100.90
2945.00,100.90
2944.00,100.91
2943.00,100.92
2942.00,100.92
2941.00,100.92
2940.00,100.91
2939.00,100.91
2938.00,100.91
2937.00,100.91
2936.00,100.91
2935.00,100.91
2934.00,100.90
2933.00,100.90
2932.00,100.90
2931.00,100.90
2930.00,100.90
2929.00,100.90
2928.00,100.90
2927.00,100.91
2926.00,100.93
2925.00,100.94
2924.00,100.95
2923.00,100.96
2922.00,100.97
2921.00,100.98
2920.00,100.99
2919.00,100.99
2918.00,100.99
2917.00,100.99
2916.00,100.98
2915.00,100.97
2914.00,100.97
2913.00,100.96
2912.00,100.95
2911.00,100.94
2910.00,100.93
2909.00,100.93
2908.00,100.93
2907.00,100.93
2906.00,100.93
2905.00,100.93
2904.00,100.93
2903.00,100.93
2902.00,100.93
2901.00,100.93
2900.00,100.94
2899.00,100.94
2898.00,100.94
2897.00,100.94
2896.00,100.93
2895.00,100.93
2894.00,100.93
2893.00,100.93
2892.00,100.94
2891.00,100.94
2890.00,100.94
2889.00,100.94
2888.00,100.94
2887.00,100.94
2886.00,100.95
2885.00,100.95
2884.00,100.95
2883.00,100.95
2882.00,100.94
2881.00,100.94
2880.00,100.94
2879.00,100.94
2878.00,100.94
2877.00,100.93
2876.00,100.93
2875.00,100.92
2874.00,100.92
2873.00,100.92
2872.00,100.93
2871.00,100.93
2870.00,100.93
2869.00,100.93
2868.00,100.93
2867.00,100.93
2866.00,100.92
2865.00,100.92
2864.00,100.92
2863.00,100.93
2862.00,100.93
2861.00,100.93
2860.00,100.93
2859.00,100.93
2858.00,100.93
2857.00,100.94
2856.00,100.94
2855.00,100.95
2854.00,100.96
2853.00,100.97
2852.00,100.98
2851.00,100.99
2850.00,100.99
2849.00,100.99
2848.00,100.99
2847.00,100.98
2846.00,100.96
2845.00,100.95
2844.00,100.95
2843.00,100.95
2842.00,100.95
2841.00,100.94
2840.00,100.94
2839.00,100.94
2838.00,100.93
2837.00,100.93
2836.00,100.93
2835.00,100.94
2834.00,100.94
2833.00,100.94
2832.00,100.94
2831.00,100.94
2830.00,100.93
2829.00,100.93
2828.00,100.93
2827.00,100.93
2826.00,100.93
2825.00,100.93
2824.00,100.94
2823.00,100.94
2822.00,100.94
2821.00,100.93
2820.00,100.93
2819.00,100.94
2818.00,100.94
2817.00,100.94
2816.00,100.94
2815.00,100.94
2814.00,100.94
2813.00,100.94
2812.00,100.94
2811.00,100.94
2810.00,100.94
2809.00,100.94
2808.00,100.94
2807.00,100.95
2806.00,100.95
2805.00,100.95
2804.00,100.95
2803.00,100.95
2802.00,100.94
2801.00,100.94
2800.00,100.94
2799.00,100.94
2798.00,100.94
2797.00,100.93
2796.00,100.93
2795.00,100.93
2794.00,100.93
2793.00,100.93
2792.00,100.93
2791.00,100.93
2790.00,100.93
2789.00,100.93
2788.00,100.93
2787.00,100.94
2786.00,100.93
2785.00,100.93
2784.00,100.93
2783.00,100.93
2782.00,100.93
2781.00,100.93
2780.00,100.94
2779.00,100.94
2778.00,100.94
2777.00,100.95
2776.00,100.95
2775.00,100.95
2774.00,100.95
2773.00,100.94
2772.00,100.94
2771.00,100.94
2770.00,100.94
2769.00,100.94
2768.00,100.94
2767.00,100.94
2766.00,100.94
2765.00,100.93
2764.00,100.94
2763.00,100.94
2762.00,100.93
2761.00,100.93
2760.00,100.93
2759.00,100.94
2758.00,100.93
2757.00,100.93
2756.00,100.94
2755.00,100.94
2754.00,100.94
2753.00,100.93
2752.00,100.94
2751.00,100.94
2750.00,100.93
2749.00,100.93
2748.00,100.93
2747.00,100.93
2746.00,100.93
2745.00,100.92
2744.00,100.93
2743.00,100.93
2742.00,100.92
2741.00,100.92
2740.00,100.92
2739.00,100.92
2738.00,100.92
2737.00,100.92
2736.00,100.93
2735.00,100.93
2734.00,100.93
2733.00,100.93
2732.00,100.93
2731.00,100.93
2730.00,100.92
2729.00,100.92
2728.00,100.92
2727.00,100.92
2726.00,100.92
2725.00,100.92
2724.00,100.92
2723.00,100.92
2722.00,100.92
2721.00,100.92
2720.00,100.93
2719.00,100.93
2718.00,100.93
2717.00,100.93
2716.00,100.93
2715.00,100.93
2714.00,100.93
2713.00,100.93
2712.00,100.93
2711.00,100.93
2710.00,100.93
2709.00,100.93
2708.00,100.93
2707.00,100.93
2706.00,100.93
2705.00,100.93
2704.00,100.93
2703.00,100.92
2702.00,100.92
2701.00,100.92
2700.00,100.92
2699.00,100.92
2698.00,100.92
2697.00,100.91
2696.00,100.91
2695.00,100.91
2694.00,100.91
2693.00,100.92
2692.00,100.92
2691.00,100.92
2690.00,100.92
2689.00,100.92
2688.00,100.92
2687.00,100.92
2686.00,100.91
2685.00,100.91
2684.00,100.92
2683.00,100.92
2682.00,100.92
2681.00,100.92
